Company Name,Job Title,Location,Country,Job Category,Job Type,Location Type,Description,Salary,Years of Experience,Date Posted,Application Link,Website Link,Job_Board,Job_Board_Link
RH Curitiba | 41 3045-7127,Orçamentista - home office,Curitiba,Brasil,Staffing and Recruiting,Full-time,On-site,"Descrição Geral

Empresa localizada na cidade de Curitiba/PR do ramo Financeiro, contrata Orçamentista.

Atribuições

Assistente de orçamentos salário r$ 2.200,00 + vt ou ajuda combustível (r$ 240,00) + vale alimentação (r$ 260,00) local: xaxim requisitos: experiência na função. Ensino médio completo. Atividades: para trabalhar com analise e atualização de orçamentos, realizar a descrição de peças e acessórios e montar composição dos preços. Horário: segunda a sexta das 08:00 as 18:00.

Tipo de Vínculo

Efetivo - Home Office",Salary not mentioned,No Experience mentioned,21/04/2023,https://br.linkedin.com/jobs/view/or%C3%A7amentista-home-office-at-rh-curitiba-41-3045-7127-3605314559?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=hvAF17GNw1z6bCgbI2%2BEhA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.curitibarh.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Recepcionista,Greater São Paulo Area,Unknown,Office Administration,Full-time,On-site,"Atuar na recepção, atendimento presencial, atender e filtrar ligações, fazer o direcionamento de ligações, anotar recados, controle de correspondências, prestar apoio na organização, arquivar documentos, esclarecer dúvidas ou direcionar as perguntas para outros funcionários qualificados a responde, ter habilidades com tarefas administrativas. É primordial ser ágil, organizado, objetivo e gostar de atender pessoas. Imprescindível conhecimento Pacote Office (Excel , Word), facilidade em navegação na web e aplicativos de reuniões virtuais. Necessário ter boa redação formal.",Salary not mentioned,No Experience mentioned,21/04/2023,https://br.linkedin.com/jobs/view/recepcionista-at-confidencial-3605320106?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=H%2BP1LMVCkdHUnrN1ManG7g%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Recepcionista,Greater São Paulo Area,Unknown,Photography,Full-time,On-site,"Responsável por acompanhar o motorista/agente funerário no recebimento do corpo para o velório, verificando se a sala e demais detalhes estão de acordo com o contratado/solicitado; Recepcionar familiares e amigos do falecido; Recebimento de valores pendentes; Informações e vendas de coroas e urnas de cinzas; Checagem das condições das salas, banheiros e estacionamento para melhor recebimento dos familiares; Demais atividades pertinentes ao cargo. -Desejável não ter receio de ver/tocar em falecidos. -Região: Zona sul, centro-oeste e zona leste",Salary not mentioned,No Experience mentioned,21/04/2023,https://br.linkedin.com/jobs/view/recepcionista-at-confidencial-3605319210?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=S6VbgeJYaAgU6I4CjK3saA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Invitalia,Junior rapporti istituzionali e con gli utenti,Rome,Italia,Telecommunications,Full-time,On-site,"INFRATEL è la società di scopo del Gruppo INVITALIA ed è il soggetto attuatore del Piano nazionale Banda Larga e del Progetto Strategico Banda Ultra Larga con l’obiettivo di favorire il più possibile lo sviluppo socio-economico delle aree coinvolte e del Paese nel suo complesso.

INFRATEL, inoltre, ai sensi di una Convenzione sottoscritta tra la Presidenza del Consiglio dei Ministri – DIPARTIMENTO PER LA TRASFORMAZIONE DIGITALE, INVITALIA e INFRATEL, è il soggetto attuatore della Proposta Operativa relativa ai sub-investimenti compresi nell’investimento 3 “Reti ultraveloci” della Missione 1 – Componente 2 del Piano Nazionale di Ripresa e Resilienza per l’Italia (PNRR).

Posizione:

La risorsa individuata supporterà il responsabile nelle attività dei rapporti istituzionali riferite ai diversi Piani Operativi compresi nell’investimento 3 “Reti Ultra veloci” della missione 1 – componente 2 del PNRR per garantire il necessario supporto per l’intera durata del PNRR.

In particolare, sarà coinvolta nelle attività di:
predisposizione di comunicazioni istituzionali e non, calibrate in base all’ interlocutore garantendo la coerenza con gli obiettivi e la mission dei piani;
produzione e revisione di presentazioni, report e altri documenti per riunioni e meeting di carattere istituzionale;
monitoraggio dei lavori di enti e associazioni, dell’attività singola dei parlamentari di interesse, della stampa e dei policy makers ai fini della individuazione di emendamenti, atti di sindacato ispettivo, progetti di legge, decreti-legge, ordinanze, circolari di interesse per la Divisione;
aggiornamento del portale web dedicato ai piani.
Requisiti:

Il candidato ideale deve essere in possesso di:
laurea in Giurisprudenza, Economia, Scienze politiche o equivalente;
attestazione o partecipazione a corsi/seminari di approfondimento/Master sulle tematiche di comunicazione, media e relazioni pubbliche con approccio istituzionale ed internazionale;
può costituire requisito preferenziale aver maturato un’ esperienza maggiore di un anno in ambito di comunicazione/ufficio stampa o in ruoli similari in contesti istituzionali o grandi società di consulenza e/o lobbying;
esperienza maggiore di un anno in ambito di comunicazione/ufficio stampa o in ruoli similari in contesti istituzionali o grandi società di consulenza e/o lobbying;
competenze in materia di comunicazione digitale/web;
disponibilità a trasferte;
capacità organizzative e di pianificazione delle attività per obiettivi.
Altre informazioni:

Conoscenze informatiche:
ottima conoscenza del pacchetto Microsoft Office, in particolare di WordPress, G Suite, Canva;
tools per la creazione di contenuti e utilizzo professionale social media
Conoscenze linguistiche:
ottima conoscenza della lingua inglese scritta e parlata.
Profilo ricercato: INFPNRR021 Junior rapporti istituzionali e con gli utenti

Sede di lavoro: Roma

Tipologia e Durata contratto: tempo determinato fino al 30 giugno 2026

Numero risorse ricercate: 1",Salary not mentioned,No Experience mentioned,12/05/2023,https://it.linkedin.com/jobs/view/junior-rapporti-istituzionali-e-con-gli-utenti-at-invitalia-3605325009?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=SVfp%2F7XEiMUi3Zo46jxoMw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.invitalia_2.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Bebida na Porta,Auxiliar Operacional,Rio de Janeiro,Brasil,Retail Recyclable Materials & Used Merchandise,Full-time,On-site,"Atendimento telefônico e atendimento online. Plataformas de aplicativos de delivery. (Rappi, Ifood, Zé delivery) Import de pedidos em nosso sistema, realização conferência de dados e plataformas, solucionar dúvidas dos clientes, suporte para nossas unidades; Conhecimento básico em Excel (sistema integrado ao Excel), páginas da internet, Google Maps e Aplicativos de delivery (Rappi, Ifood, Zé delivery e plataforma própria).",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/auxiliar-operacional-at-bebida-na-porta-3605344251?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=Qz7gouvB0XKj5RWb4r8JfA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.bebidanaporta.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
dunnhumby,Marketing Executive,Gurgaon,India,Advertising Services,Full-time,On-site,"dunnhumby is the global leader in Customer Data Science, empowering businesses everywhere to compete and thrive in the modern data-driven economy. We always put the Customer First.

Our mission: to enable businesses to grow and reimagine themselves by becoming advocates and champions for their Customers. With deep heritage and expertise in retail – one of the world’s most competitive markets, with a deluge of multi-dimensional data – dunnhumby today enables businesses all over the world, across industries, to be Customer First.

dunnhumby employs nearly 2,500 experts in offices throughout Europe, Asia, Africa, and the Americas working for transformative, iconic brands such as Tesco, Coca-Cola, Meijer, Procter & Gamble and Metro.

We’re looking for Digital CRM Marketing Executive who expects more from their career. This is an exciting opportunity to design, implement and optimise CRM operations for EMEA and APAC to support sales achieve commercial targets with retailers, CPGs and Agencies across a wide and varied client base.

The successful candidate will be responsible for owning the lead allocation process, email marketing and managing regional contacts databases and segmentations. The ideal candidate will have experience in developing targeted campaigns, analysing data, and providing insights to optimise campaigns to achieve business objectives.

What We Expect From You
Work with the regional marketing managers to understand the wider marketing strategy and build effective CRM plans to help achieve commercial targets
Own email marketing strategies across all markets, designing and implementing direct mails, nurture campaigns, newsletters and more
Own the regional contacts database and manage effectively to keep up to date and segmented according to campaign targeting
Support the wider regional marketing and sales teams to understand audiences targets and identify segments for growth and retention marketing campaigns
Own the lead allocation process for all EMEA and APAC markets utilising CX
Utilise various digital platforms to send, track and measure campaigns to increase brand awareness, drive engagement, and generate leads
Partner closely with sales and marketing teams to ensure requirements are met for each campaign execution
Work closely with marketing teams, advising on best practice and providing advice, assistance and support with any market level CRM initiatives
Collaborate with cross-functional teams including creative, and content members to develop/execute campaigns
Analyse and report on campaign performance to identify areas of opportunity for optimisation
Monitor industry trends and adjust campaigns to stay ahead of the competition
What You Can Expect From Us

We won’t just meet your expectations. We’ll defy them. So you’ll enjoy the comprehensive rewards package you’d expect from a leading technology company. But also, a degree of personal flexibility you might not expect. Plus, thoughtful perks, like flexible working hours and your birthday off.

You’ll also benefit from an investment in cutting-edge technology that reflects our global ambition. But with a nimble, small-business feel that gives you the freedom to play, experiment and learn.

And we don’t just talk about diversity and inclusion. We live it every day – with thriving networks including dh Gender Equality Network, dh Proud, dh Family, dh One and dh Thrive as the living proof. Everyone’s invited.

Our approach to Flexible Working

At dunnhumby, we value and respect difference and are committed to building an inclusive culture by creating an environment where you can balance a successful career with your commitments and interests outside of work.

We believe that you will do your best at work if you have a work / life balance. Some roles lend themselves to flexible options more than others, so if this is important to you please raise this with your recruiter, as we are open to discussing agile working opportunities during the hiring process.

For further information about how we collect and use your personal information please see our Privacy Notice which can be found (here)",Salary not mentioned,No Experience mentioned,12/05/2023,https://in.linkedin.com/jobs/view/marketing-executive-at-dunnhumby-3603588447?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=Lx8HvrWBCRvzbhxfNuqOfw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.dunnhumby.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
The Hot Machine,Repositor de Estoque,Brasília,Brasil,Retail Recyclable Materials & Used Merchandise,Full-time,On-site,"[VAGA PARA ABASTECEDOR DE MERCADINHOS AUTÔNOMOS EM BRASÍLIA BUY MERCADINHOS] A Buy Mercadinhos é uma rede de mini mercados autônomos de Brasília, que está agora a procura de uma pessoa para abastecer, bem como ser responsável por demais atividades inerentes a operação do nosso maior mercadinho. Do que se trata? Cuidar do coração do negócio: os produtos certos na prateleira, na hora certa, na quantidade exata para que nossos clientes consigam comprar. Como? Abastecendo, higienizando, fazendo a manutenção preventiva, corretiva e ser responsável pelo funcionamento e operação do nosso maior mini mercado autônomo, seguindo nossos procedimentos pré-determinados. O que você precisa ter: - Necessário ter carteira B; - Capacidade de organização; - Rapidez e versatilidade; - Experiência com reposição de produtos em supermercados é um diferencial; Remuneração: Remuneração à combinar. Necessário ter carteira B. Para saber mais sobre a empresa, acesse: buymercadinhos.com.br instagram.com/buymercadinhos Início previsto: imediato - Experiência com reposição de produtos em supermercados é um diferencial.",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/repositor-de-estoque-at-the-hot-machine-3605344091?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=WZDgoR7kZ8uhCm2mHvFjGg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.thehotmachine.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Auxiliar Administrativo de Recursos Humanos,Rio de Janeiro,Brasil,Utility System Construction,Full-time,On-site,"Controle de planilhas diversas; Controle de folha de ponto; Controle de documentações e arquivos de funcionários; Auxiliar nos processos administrativos de manutenção; Serviços externos; CREA, CARTÓRIO Etc. Ensino médio completo; Desejável cursando ensino superior a partir do 1º período; Desejável experiencia na área; Desejável experiência com processos administrativos de recursos humanos; Boa comunicação verbal e escrita; Proatividade; Resiliência.",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/auxiliar-administrativo-de-recursos-humanos-at-confidencial-3605337952?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=hFGFNiLo0lOq6489W7Fm%2BA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Assistente Financeiro-Administrativo,Greater São Paulo Area,Unknown,Nursing Homes and Residential Care Facilities,Full-time,On-site,"- Controle financeiro utilizando sistema de controle de clínica médica; - Atuação em contas a pagar / a receber - pagamento de contas - Conciliações bancárias - Elaboração de planilhas administrativas (despesas, repasses médicos) e relatórios - Auxílio na gestão de RH / Folha de pagamento de funcionários (não é o processamento da folha) Conhecimento Excel Sistema Integrado Experiência comprovada na área financeira e administrativa, de preferência em clínicas médicas e/ou hospitais ou operadores de planos de saude;",Salary not mentioned,No Experience mentioned,11/05/2023,https://br.linkedin.com/jobs/view/assistente-financeiro-administrativo-at-confidencial-3605332619?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=9PX0GkWO6DZqnSS%2BE2ti5w%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Auxiliar Técnico de Obras,Rio de Janeiro,Brasil,Retail Recyclable Materials & Used Merchandise,Full-time,On-site,- Supervisionar equipes de trabalho da construção civil que atuam em canteiros de obras; - Elaborar documentação técnica; - Controlar os padrões de produtividade da obra; - Fazer checklist diário dos serviços executados. - Ter 2º Grau Completo; - Possuir nível de conhecimento Intermediário no AutoCad e Excel (SERÁ TESTADO); - Ter Habilitação B com EAR (Obrigatório); - É obrigatório que tenha concluído o curso Técnico em Edificações.,Salary not mentioned,No Experience mentioned,11/05/2023,https://br.linkedin.com/jobs/view/auxiliar-t%C3%A9cnico-de-obras-at-confidencial-3605334072?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=T3W8IcapAxmSUBCbj10eEQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
IMPERIUM GROUP,Assistente de Sucesso do Cliente,Barueri,Brasil,Human Resources Services,Full-time,On-site,"Onboarding de novos clientes Criar e controlar planilhas diversas. Criar mensagens de disparo de avisos para clientes. Enviar mensagens individuais para produtos específicos, pesquisas, entre outros. Garantir que, mensalmente, todos os alunos da empresa tenham pelo menos um contato de compromisso com o seu próprio sucesso. Realizar o acompanhamento e atualização de planilhas de controle e entrega de resultados. Incluir alunos BPMs na planilha de controle de mentorias em andamento. Realizar a abertura e fechamento de turmas de alunos. Adicionar aniversariantes BM e BPM na agenda pessoal do CEO. Enviar comunicados de Webnários nos grupos do BM e BPM. Organizar e manter atualizada a pasta de conclusão de mentorias com as devidas gravações e links criados. Organizar e manter atualizada a planilha do Advanced Mentoring por ciclos. Preencher planilhas de indicadores do departamento. Apurar e analisar criticamente diversas informações, a fim de propor melhorias nas atividades da área. Executar atividades correlatas, compatíveis com o cargo e de acordo com a necessidade.",Salary not mentioned,No Experience mentioned,21/04/2023,https://br.linkedin.com/jobs/view/assistente-de-sucesso-do-cliente-at-imperium-group-3605321031?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=SVjChHuTEtVFKQN9EW5gPA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.imperiumgroupuae.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Baby Nurse,Educadora (Berçário),Greater São Paulo Area,Unknown,Secretarial Schools,Full-time,On-site,"Irá atuar com outra Educadora, sendo responsável conjuntamente pelos cuidados aos bebês, incluindo higiene (banhos, trocas de fraldas), alimentação e estimulação. Deverá elaborar planejamento, semanários, portfólios de desenvolvimentos, lembrancinhas, painéis, e demais atividades pertinentes à função. Deverá participar de reuniões pedagógicas e gerais, bem como de eventos e reuniões de pais e mestres. Necessário formação completa em Pedagogia (possuir o Histórico), bem como experiência em Berçário. Necessário residir na Zona Sul de SP e ter acesso fácil a região do Aeroporto de Congonhas ou Shopping Interlagos",Salary not mentioned,No Experience mentioned,11/05/2023,https://br.linkedin.com/jobs/view/educadora-ber%C3%A7%C3%A1rio-at-baby-nurse-3605332507?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=zcPFSq2m8GPRLk1lA33g7A%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.babynursecare.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Diretor(a) Pedagógico,São Bernardo do Campo,Brasil,Secretarial Schools,Full-time,On-site,"Coordenar, planejar e acompanhar junto com a equipe pedagógica os planos de ensino e processos pedagógicos. Administrar o cotidiano escolar, desenvolver os calendários, participar do planejamento, execução das reuniões pedagógicas, conselhos de classe e reuniões de pais. Formação em Pedagogia. Desejável: Especialização em Gestão Escolar, Psicopedagogia e/ou similar. Conhecimento em sistemas e aplicativos de comunicação escolar.",Salary not mentioned,No Experience mentioned,11/05/2023,https://br.linkedin.com/jobs/view/diretor-a-pedag%C3%B3gico-at-confidencial-3605334012?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=G%2BdSeyE%2Fbag0CCKR6FCFxQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
OUT,Assistente Financeiro,Contagem,Brasil,Retail Recyclable Materials & Used Merchandise,Full-time,On-site,"Controlar o fluxo de caixa; Organizar documentos; Emitir relatórios e notas fiscais; Preencher planilhas; Fazer lançamentos em sistemas de gestão financeira; Negociação com fornecedores; Experiências com rotinas administrativas e financeira; Conhecimento em funcionamento de lojas Varejo; Superior completo ou em andamento em Administração de Empresas, Processos Gerenciais, Ciências Contábeis e afins; Pacote Office;",Salary not mentioned,No Experience mentioned,11/05/2023,https://br.linkedin.com/jobs/view/assistente-financeiro-at-out-3605333168?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=iz7EsStWr%2BErlv8qWGgyjw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.brobra.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Auxiliar Administrativo de Recursos Humanos,Rio de Janeiro,Brasil,Utility System Construction,Full-time,On-site,"Controle de planilhas diversas; Controle de folha de ponto; Controle de documentações e arquivos de funcionários; Auxiliar nos processos administrativos de manutenção; Serviços externos; CREA, CARTÓRIO Etc. Ensino médio completo; Desejável cursando ensino superior a partir do 1º período; Desejável experiencia na área; Desejável experiência com processos administrativos de recursos humanos; Boa comunicação verbal e escrita; Proatividade; Resiliência.",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/auxiliar-administrativo-de-recursos-humanos-at-confidencial-3605337952?refId=Jgz%2Fv6EAnoQy%2BNFACGYEIg%3D%3D&trackingId=BvIrSMLeMhsuf%2B3ugkfeNA%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Markt Club,Gerente Comercial,Brasília,Brasil,IT System Training and Support,Full-time,On-site,"Atividades "" Organizar as operações dos setores de sua responsabilidade e distribuir as responsabilidades aos gerentes de contas "" Monitorar e lidar com o relacionamento dos gerentes de contas com os clientes para manter a reputação da empresa "" Manter-se a par das tendências do mercado para determinar a necessidade de melhorias dos setores de sua responsabilidade. "" Analisar relatórios de vendas e faturamento e fazer previsões. "" Liderar times de gerentes de contas, "" Relacionar com outras áreas, como a comunicação, TI e Convênios "" Manter e garantir que os gerentes mantenham relacionamento com o cliente "" Garantir o relacionamento e serviços aos acompanhando os respectivos resultados. "" Atuar em campanhas de venda e negociação com clientes. "" Disponibilidade para viagens. Requisitos "" Desejável vivência como Gerente comercial em empresa no segmento tecnológico. "" Ter habilidade na gestão de pessoas e comercial. "" Conhecimento comercial: analítico e familiaridade com princípios de análise de dados. "" Resolução de problemas. Seus desafios serão "" Elaborar e/ou acompanhar a previsão de vendas e volumes bem como desenvolver canais de vendas; "" Elaborar e gerenciar ações comerciais; "" Definir a estratégia de atuação do time de gerente comercial, estabelecendo metas e objetivos comerciais; "" Estabelecer alvos de clientes e canais para ações comerciais prioritárias e dirigidas; "" Monitorar os movimentos de mercado, elaborando planos de ação para combater à concorrência; "" Analisar indicadores de desempenho de vendas, despesas, rentabilidade e produtividade; "" Visão geral do processo de vendas; "" Profundo conhecimento do mercado; Diferencial "" Experiência com gerenciamento de contas e ou relacionamento com o cliente; "" Perfil gerencial "" Experiência com empresas de serviços; "" Experiência na área comercial; "" Inglês mínimo intermediário O que faz a empresa? O Markt Club é um programa de benefícios reconhecido mundialmente. Atualmente conta com mais de 5 milhões de usuários titulares, espalhados em mais de 100 clientes. A sua função será prospectar novos clientes e gerenciar a sua própria carteira, dando suporte, participando de reuniões, acompanhando eventos, prestando atendimento e, mais do que tudo, pensar estrategicamente na prevenção de eventuais problemas. Melhor do que resolver problema, é não o deixar acontecer. Se você tem esse perfil, você é muito bem-vindo.",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/gerente-comercial-at-markt-club-3605330660?refId=Jgz%2Fv6EAnoQy%2BNFACGYEIg%3D%3D&trackingId=g2RS0WBrIf3TRjfW0gzKlA%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card,http://www.marktclub.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
